position,trackName,trackId,artists,date
26,THE GREATEST,6TGd66r0nlPaYm3KIoI7ET,Billie Eilish,2024-05-26
27,Stargazing,3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,2024-05-26
28,LOST!,02H58MSfVESkKyx4diDgu7,RM,2024-05-26
29,Austin,2uqYupMHANxnwgeiXTZXzd,Dasha,2024-05-26
30,BAND4BAND (feat. Lil Baby),7iabz12vAuVQYyekFIWJxD,Central Cee; Lil Baby,2024-05-26
31,Santa,6a9Z1jUms915w4O7N1PxjY,Rvssian; Rauw Alejandro; Ayra Starr,2024-05-26
32,Belong Together,5uQ7de4EWjb3rkcFxyEOpu,Mark Ambor,2024-05-26
33,As It Was,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,2024-05-26
34,LUNA,7bywjHOc0wSjGGbj04XbVi,Feid; ATL Jacob,2024-05-26
35,euphoria,77DRzu7ERs0TX3roZcre7Q,Kendrick Lamar,2024-05-26
36,Saturn,1bjeWoagtHmUKputLVyDxQ,SZA,2024-05-26
37,FE!N (feat. Playboi Carti),42VsgItocQwOQC3XWZ8JNA,Travis Scott; Playboi Carti,2024-05-26
38,THE DINER,1LLUoftvmTjVNBHZoQyveF,Billie Eilish,2024-05-26
39,Slow It Down,51eSHglvG1RJXtL3qI5trr,Benson Boone,2024-05-26
40,Madonna,5LhI8m7n8xlQmNe3b7Rwis,Natanael Cano; Oscar Maydon,2024-05-26
41,"Good Luck, Babe!",0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,2024-05-26
42,Stick Season,0mflMxspEfB0VbI1kyLiAv,Noah Kahan,2024-05-26
43,greedy,3rUGC1vUpkDG9CZFHMur1t,Tate McRae,2024-05-26
44,BITTERSUITE,7DpUoxGSdlDHfqCYj0otzU,Billie Eilish,2024-05-26
45,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,2024-05-26
46,MTG QUEM NÃO QUER SOU EU,6RjSXi9cPGroetXeNsWFGL,DJ TOPO; Seu Jorge; Mc Leozin,2024-05-26
47,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,2024-05-26
48,The Night We Met,3hRV0jL3vUpRrcy398teAU,Lord Huron,2024-05-26
49,Pedro,48lxT5qJF0yYyf2z4wB4xW,Jaxomy; Agatino Romero; Raffaella Carrà,2024-05-26
50,Down Bad,2F3N9tdombb64aW6VtZOdo,Taylor Swift,2024-05-26
1,LUNCH,629DixmZGHc7ILtEntuiWE,Billie Eilish,2024-05-27
2,Espresso,2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,2024-05-27
3,MILLION DOLLAR BABY,7fzHQizxTqy8wTXwlrgPQQ,Tommy Richman,2024-05-27
4,Not Like Us,6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,2024-05-27
5,Gata Only,6XjDF6nds4DE2BBbagZol6,FloyyMenor; Cris Mj,2024-05-27
6,I Had Some Help (Feat. Morgan Wallen),7221xIgOnuakPdLqT0F3nP,Post Malone; Morgan Wallen,2024-05-27
7,CHIHIRO,7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,2024-05-27
8,BIRDS OF A FEATHER,6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,2024-05-27
9,A Bar Song (Tipsy),2FQrifJ1N335Ljm3TjTVVf,Shaboozey,2024-05-27
10,Beautiful Things,3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,2024-05-27
11,Too Sweet,5Z0UnEtpLDQyYlWwgi8m9C,Hozier,2024-05-27
12,i like the way you kiss me,2GxrNKugF82CnoRFbQfzPf,Artemas,2024-05-27
13,Fortnight (feat. Post Malone),2OzhQlSqBEmt7hmkYxfT6m,Taylor Swift; Post Malone,2024-05-27
14,we can't be friends (wait for your love),51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,2024-05-27
15,End of Beginning,3qhlB30KknSejmIvZZLjOD,Djo,2024-05-27
16,Lose Control,17phhZDn6oGtzMe56NuWvj,Teddy Swims,2024-05-27
17,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,The Weeknd; JENNIE; Lily-Rose Depp,2024-05-27
18,WILDFLOWER,3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,2024-05-27
19,BLUE,2prqm9sPLj10B4Wg0wE5x9,Billie Eilish,2024-05-27
20,I Can Do It With a Broken Heart,4q5YezDOIPcoLr8R81x9qy,Taylor Swift,2024-05-27
21,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,2024-05-27
22,Like That,2tudvzsrR56uom6smgOcSf,Future; Metro Boomin; Kendrick Lamar,2024-05-27
23,Austin,2uqYupMHANxnwgeiXTZXzd,Dasha,2024-05-27
24,As It Was,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,2024-05-27
25,Madonna,5LhI8m7n8xlQmNe3b7Rwis,Natanael Cano; Oscar Maydon,2024-05-27
26,L’AMOUR DE MA VIE,6fPan2saHdFaIHuTSatORv,Billie Eilish,2024-05-27
27,Stargazing,3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,2024-05-27
28,Santa,6a9Z1jUms915w4O7N1PxjY,Rvssian; Rauw Alejandro; Ayra Starr,2024-05-27
29,Saturn,1bjeWoagtHmUKputLVyDxQ,SZA,2024-05-27
30,Belong Together,5uQ7de4EWjb3rkcFxyEOpu,Mark Ambor,2024-05-27
31,SKINNY,1CsMKhwEmNnmvHUuO5nryA,Billie Eilish,2024-05-27
32,LUNA,7bywjHOc0wSjGGbj04XbVi,Feid; ATL Jacob,2024-05-27
33,THE GREATEST,6TGd66r0nlPaYm3KIoI7ET,Billie Eilish,2024-05-27
34,Stick Season,0mflMxspEfB0VbI1kyLiAv,Noah Kahan,2024-05-27
35,Pedro,48lxT5qJF0yYyf2z4wB4xW,Jaxomy; Agatino Romero; Raffaella Carrà,2024-05-27
36,BAND4BAND (feat. Lil Baby),7iabz12vAuVQYyekFIWJxD,Central Cee; Lil Baby,2024-05-27
37,Si No Quieres No,1C84d9abZVKWHT2YYpoean,Luis R Conriquez; Neton Vega,2024-05-27
38,Pink Skies,4ZJ4vzLQekI0WntDbanNC7,Zach Bryan,2024-05-27
39,FE!N (feat. Playboi Carti),42VsgItocQwOQC3XWZ8JNA,Travis Scott; Playboi Carti,2024-05-27
40,Slow It Down,51eSHglvG1RJXtL3qI5trr,Benson Boone,2024-05-27
41,greedy,3rUGC1vUpkDG9CZFHMur1t,Tate McRae,2024-05-27
42,euphoria,77DRzu7ERs0TX3roZcre7Q,Kendrick Lamar,2024-05-27
43,"Good Luck, Babe!",0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,2024-05-27
44,Magnetic,1aKvZDoLGkNMxoRYgkckZG,ILLIT,2024-05-27
45,MTG QUEM NÃO QUER SOU EU,6RjSXi9cPGroetXeNsWFGL,DJ TOPO; Seu Jorge; Mc Leozin,2024-05-27
46,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,2024-05-27
47,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,2024-05-27
48,THE DINER,1LLUoftvmTjVNBHZoQyveF,Billie Eilish,2024-05-27
49,The Night We Met,3hRV0jL3vUpRrcy398teAU,Lord Huron,2024-05-27
50,TEXAS HOLD 'EM,7wLShogStyDeZvL0a6daN5,Beyoncé,2024-05-27
1,LUNCH,629DixmZGHc7ILtEntuiWE,Billie Eilish,2024-05-28
2,Espresso,2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,2024-05-28
3,MILLION DOLLAR BABY,7fzHQizxTqy8wTXwlrgPQQ,Tommy Richman,2024-05-28
4,Not Like Us,6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,2024-05-28
5,BIRDS OF A FEATHER,6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,2024-05-28
6,Gata Only,6XjDF6nds4DE2BBbagZol6,FloyyMenor; Cris Mj,2024-05-28
7,I Had Some Help (Feat. Morgan Wallen),7221xIgOnuakPdLqT0F3nP,Post Malone; Morgan Wallen,2024-05-28
8,CHIHIRO,7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,2024-05-28
9,Too Sweet,5Z0UnEtpLDQyYlWwgi8m9C,Hozier,2024-05-28
10,A Bar Song (Tipsy),2FQrifJ1N335Ljm3TjTVVf,Shaboozey,2024-05-28
11,Beautiful Things,3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,2024-05-28
12,i like the way you kiss me,2GxrNKugF82CnoRFbQfzPf,Artemas,2024-05-28
13,Fortnight (feat. Post Malone),2OzhQlSqBEmt7hmkYxfT6m,Taylor Swift; Post Malone,2024-05-28
14,we can't be friends (wait for your love),51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,2024-05-28
15,End of Beginning,3qhlB30KknSejmIvZZLjOD,Djo,2024-05-28
16,Lose Control,17phhZDn6oGtzMe56NuWvj,Teddy Swims,2024-05-28
17,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,The Weeknd; JENNIE; Lily-Rose Depp,2024-05-28
18,WILDFLOWER,3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,2024-05-28
19,BLUE,2prqm9sPLj10B4Wg0wE5x9,Billie Eilish,2024-05-28
20,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,2024-05-28
21,I Can Do It With a Broken Heart,4q5YezDOIPcoLr8R81x9qy,Taylor Swift,2024-05-28
22,As It Was,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,2024-05-28
23,Like That,2tudvzsrR56uom6smgOcSf,Future; Metro Boomin; Kendrick Lamar,2024-05-28
24,BAND4BAND (feat. Lil Baby),7iabz12vAuVQYyekFIWJxD,Central Cee; Lil Baby,2024-05-28
25,Madonna,5LhI8m7n8xlQmNe3b7Rwis,Natanael Cano; Oscar Maydon,2024-05-28
26,Stargazing,3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,2024-05-28
27,L’AMOUR DE MA VIE,6fPan2saHdFaIHuTSatORv,Billie Eilish,2024-05-28
28,Austin,2uqYupMHANxnwgeiXTZXzd,Dasha,2024-05-28
29,Saturn,1bjeWoagtHmUKputLVyDxQ,SZA,2024-05-28
30,Pink Skies,4ZJ4vzLQekI0WntDbanNC7,Zach Bryan,2024-05-28
31,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,2024-05-28
32,LUNA,7bywjHOc0wSjGGbj04XbVi,Feid; ATL Jacob,2024-05-28
33,Si No Quieres No,1C84d9abZVKWHT2YYpoean,Luis R Conriquez; Neton Vega,2024-05-28
34,SKINNY,1CsMKhwEmNnmvHUuO5nryA,Billie Eilish,2024-05-28
35,Belong Together,5uQ7de4EWjb3rkcFxyEOpu,Mark Ambor,2024-05-28
36,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,2024-05-28
37,THE GREATEST,6TGd66r0nlPaYm3KIoI7ET,Billie Eilish,2024-05-28
38,FE!N (feat. Playboi Carti),42VsgItocQwOQC3XWZ8JNA,Travis Scott; Playboi Carti,2024-05-28
39,Magnetic,1aKvZDoLGkNMxoRYgkckZG,ILLIT,2024-05-28
40,Stick Season,0mflMxspEfB0VbI1kyLiAv,Noah Kahan,2024-05-28
41,"Good Luck, Babe!",0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,2024-05-28
42,Santa,6a9Z1jUms915w4O7N1PxjY,Rvssian; Rauw Alejandro; Ayra Starr,2024-05-28
43,greedy,3rUGC1vUpkDG9CZFHMur1t,Tate McRae,2024-05-28
44,Slow It Down,51eSHglvG1RJXtL3qI5trr,Benson Boone,2024-05-28
45,The Night We Met,3hRV0jL3vUpRrcy398teAU,Lord Huron,2024-05-28
46,euphoria,77DRzu7ERs0TX3roZcre7Q,Kendrick Lamar,2024-05-28
47,My Love Mine All Mine,3vkCueOmm7xQDoJ17W1Pm3,Mitski,2024-05-28
48,THE DINER,1LLUoftvmTjVNBHZoQyveF,Billie Eilish,2024-05-28
49,Pedro,48lxT5qJF0yYyf2z4wB4xW,Jaxomy; Agatino Romero; Raffaella Carrà,2024-05-28
50,See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator; Kali Uchis",2024-05-28
1,Espresso,2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,2024-05-29
2,LUNCH,629DixmZGHc7ILtEntuiWE,Billie Eilish,2024-05-29
3,MILLION DOLLAR BABY,7fzHQizxTqy8wTXwlrgPQQ,Tommy Richman,2024-05-29
4,Not Like Us,6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,2024-05-29
5,BIRDS OF A FEATHER,6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,2024-05-29
6,Gata Only,6XjDF6nds4DE2BBbagZol6,FloyyMenor; Cris Mj,2024-05-29
7,CHIHIRO,7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,2024-05-29
8,I Had Some Help (Feat. Morgan Wallen),7221xIgOnuakPdLqT0F3nP,Post Malone; Morgan Wallen,2024-05-29
9,Too Sweet,5Z0UnEtpLDQyYlWwgi8m9C,Hozier,2024-05-29
10,Beautiful Things,3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,2024-05-29
11,A Bar Song (Tipsy),2FQrifJ1N335Ljm3TjTVVf,Shaboozey,2024-05-29
12,i like the way you kiss me,2GxrNKugF82CnoRFbQfzPf,Artemas,2024-05-29
13,Fortnight (feat. Post Malone),2OzhQlSqBEmt7hmkYxfT6m,Taylor Swift; Post Malone,2024-05-29
14,we can't be friends (wait for your love),51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,2024-05-29
15,End of Beginning,3qhlB30KknSejmIvZZLjOD,Djo,2024-05-29
16,Lose Control,17phhZDn6oGtzMe56NuWvj,Teddy Swims,2024-05-29
17,WILDFLOWER,3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,2024-05-29
18,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,The Weeknd; JENNIE; Lily-Rose Depp,2024-05-29
19,BAND4BAND (feat. Lil Baby),7iabz12vAuVQYyekFIWJxD,Central Cee; Lil Baby,2024-05-29
20,BLUE,2prqm9sPLj10B4Wg0wE5x9,Billie Eilish,2024-05-29
21,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,2024-05-29
22,Stargazing,3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,2024-05-29
23,As It Was,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,2024-05-29
24,I Can Do It With a Broken Heart,4q5YezDOIPcoLr8R81x9qy,Taylor Swift,2024-05-29
25,Like That,2tudvzsrR56uom6smgOcSf,Future; Metro Boomin; Kendrick Lamar,2024-05-29
26,L’AMOUR DE MA VIE,6fPan2saHdFaIHuTSatORv,Billie Eilish,2024-05-29
27,Austin,2uqYupMHANxnwgeiXTZXzd,Dasha,2024-05-29
28,Belong Together,5uQ7de4EWjb3rkcFxyEOpu,Mark Ambor,2024-05-29
29,Saturn,1bjeWoagtHmUKputLVyDxQ,SZA,2024-05-29
30,SKINNY,1CsMKhwEmNnmvHUuO5nryA,Billie Eilish,2024-05-29
31,THE GREATEST,6TGd66r0nlPaYm3KIoI7ET,Billie Eilish,2024-05-29
32,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,2024-05-29
33,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,2024-05-29
34,Pink Skies,4ZJ4vzLQekI0WntDbanNC7,Zach Bryan,2024-05-29
35,LUNA,7bywjHOc0wSjGGbj04XbVi,Feid; ATL Jacob,2024-05-29
36,Slow It Down,51eSHglvG1RJXtL3qI5trr,Benson Boone,2024-05-29
37,greedy,3rUGC1vUpkDG9CZFHMur1t,Tate McRae,2024-05-29
38,The Night We Met,3hRV0jL3vUpRrcy398teAU,Lord Huron,2024-05-29
39,FE!N (feat. Playboi Carti),42VsgItocQwOQC3XWZ8JNA,Travis Scott; Playboi Carti,2024-05-29
40,"Good Luck, Babe!",0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,2024-05-29
41,Supernova,351KkakA2YtGEXqSEIIasy,aespa,2024-05-29
42,Magnetic,1aKvZDoLGkNMxoRYgkckZG,ILLIT,2024-05-29
43,Stick Season,0mflMxspEfB0VbI1kyLiAv,Noah Kahan,2024-05-29
44,Madonna,5LhI8m7n8xlQmNe3b7Rwis,Natanael Cano; Oscar Maydon,2024-05-29
45,Santa,6a9Z1jUms915w4O7N1PxjY,Rvssian; Rauw Alejandro; Ayra Starr,2024-05-29
46,My Love Mine All Mine,3vkCueOmm7xQDoJ17W1Pm3,Mitski,2024-05-29
47,euphoria,77DRzu7ERs0TX3roZcre7Q,Kendrick Lamar,2024-05-29
48,THE DINER,1LLUoftvmTjVNBHZoQyveF,Billie Eilish,2024-05-29
49,Si No Quieres No,1C84d9abZVKWHT2YYpoean,Luis R Conriquez; Neton Vega,2024-05-29
50,See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator; Kali Uchis",2024-05-29
1,Espresso,2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,2024-05-30
2,MILLION DOLLAR BABY,7fzHQizxTqy8wTXwlrgPQQ,Tommy Richman,2024-05-30
3,LUNCH,629DixmZGHc7ILtEntuiWE,Billie Eilish,2024-05-30
4,Not Like Us,6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,2024-05-30
5,BIRDS OF A FEATHER,6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,2024-05-30
6,Gata Only,6XjDF6nds4DE2BBbagZol6,FloyyMenor; Cris Mj,2024-05-30
7,I Had Some Help (Feat. Morgan Wallen),7221xIgOnuakPdLqT0F3nP,Post Malone; Morgan Wallen,2024-05-30
8,Too Sweet,5Z0UnEtpLDQyYlWwgi8m9C,Hozier,2024-05-30
9,CHIHIRO,7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,2024-05-30
10,i like the way you kiss me,2GxrNKugF82CnoRFbQfzPf,Artemas,2024-05-30
11,A Bar Song (Tipsy),2FQrifJ1N335Ljm3TjTVVf,Shaboozey,2024-05-30
12,Beautiful Things,3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,2024-05-30
13,Fortnight (feat. Post Malone),2OzhQlSqBEmt7hmkYxfT6m,Taylor Swift; Post Malone,2024-05-30
14,we can't be friends (wait for your love),51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,2024-05-30
15,End of Beginning,3qhlB30KknSejmIvZZLjOD,Djo,2024-05-30
16,BAND4BAND (feat. Lil Baby),7iabz12vAuVQYyekFIWJxD,Central Cee; Lil Baby,2024-05-30
17,Lose Control,17phhZDn6oGtzMe56NuWvj,Teddy Swims,2024-05-30
18,WILDFLOWER,3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,2024-05-30
19,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,The Weeknd; JENNIE; Lily-Rose Depp,2024-05-30
20,Stargazing,3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,2024-05-30
21,BLUE,2prqm9sPLj10B4Wg0wE5x9,Billie Eilish,2024-05-30
22,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,2024-05-30
23,I Can Do It With a Broken Heart,4q5YezDOIPcoLr8R81x9qy,Taylor Swift,2024-05-30
24,Like That,2tudvzsrR56uom6smgOcSf,Future; Metro Boomin; Kendrick Lamar,2024-05-30
25,Belong Together,5uQ7de4EWjb3rkcFxyEOpu,Mark Ambor,2024-05-30
26,As It Was,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,2024-05-30
27,Austin,2uqYupMHANxnwgeiXTZXzd,Dasha,2024-05-30
28,Pink Skies,4ZJ4vzLQekI0WntDbanNC7,Zach Bryan,2024-05-30
29,Saturn,1bjeWoagtHmUKputLVyDxQ,SZA,2024-05-30
30,L’AMOUR DE MA VIE,6fPan2saHdFaIHuTSatORv,Billie Eilish,2024-05-30
31,Slow It Down,51eSHglvG1RJXtL3qI5trr,Benson Boone,2024-05-30
32,"Good Luck, Babe!",0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,2024-05-30
33,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,2024-05-30
34,FE!N (feat. Playboi Carti),42VsgItocQwOQC3XWZ8JNA,Travis Scott; Playboi Carti,2024-05-30
35,LUNA,7bywjHOc0wSjGGbj04XbVi,Feid; ATL Jacob,2024-05-30
36,Stick Season,0mflMxspEfB0VbI1kyLiAv,Noah Kahan,2024-05-30
37,The Night We Met,3hRV0jL3vUpRrcy398teAU,Lord Huron,2024-05-30
38,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,2024-05-30
39,Santa,6a9Z1jUms915w4O7N1PxjY,Rvssian; Rauw Alejandro; Ayra Starr,2024-05-30
40,THE GREATEST,6TGd66r0nlPaYm3KIoI7ET,Billie Eilish,2024-05-30
41,SKINNY,1CsMKhwEmNnmvHUuO5nryA,Billie Eilish,2024-05-30
42,Madonna,5LhI8m7n8xlQmNe3b7Rwis,Natanael Cano; Oscar Maydon,2024-05-30
43,greedy,3rUGC1vUpkDG9CZFHMur1t,Tate McRae,2024-05-30
44,Supernova,4sgMbwl9lXGyHcHmtFYGMm,aespa,2024-05-30
45,Si No Quieres No,1C84d9abZVKWHT2YYpoean,Luis R Conriquez; Neton Vega,2024-05-30
46,Magnetic,1aKvZDoLGkNMxoRYgkckZG,ILLIT,2024-05-30
47,My Love Mine All Mine,3vkCueOmm7xQDoJ17W1Pm3,Mitski,2024-05-30
48,See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator; Kali Uchis",2024-05-30
49,euphoria,77DRzu7ERs0TX3roZcre7Q,Kendrick Lamar,2024-05-30
50,THE DINER,1LLUoftvmTjVNBHZoQyveF,Billie Eilish,2024-05-30
1,Espresso,2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,2024-05-31
2,MILLION DOLLAR BABY,7fzHQizxTqy8wTXwlrgPQQ,Tommy Richman,2024-05-31
3,LUNCH,629DixmZGHc7ILtEntuiWE,Billie Eilish,2024-05-31
4,Not Like Us,6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,2024-05-31
5,BIRDS OF A FEATHER,6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,2024-05-31
6,Gata Only,6XjDF6nds4DE2BBbagZol6,FloyyMenor; Cris Mj,2024-05-31
7,I Had Some Help (Feat. Morgan Wallen),7221xIgOnuakPdLqT0F3nP,Post Malone; Morgan Wallen,2024-05-31
8,Too Sweet,5Z0UnEtpLDQyYlWwgi8m9C,Hozier,2024-05-31
9,i like the way you kiss me,2GxrNKugF82CnoRFbQfzPf,Artemas,2024-05-31
10,CHIHIRO,7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,2024-05-31
11,A Bar Song (Tipsy),2FQrifJ1N335Ljm3TjTVVf,Shaboozey,2024-05-31
12,Beautiful Things,3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,2024-05-31
13,we can't be friends (wait for your love),51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,2024-05-31
14,Fortnight (feat. Post Malone),2OzhQlSqBEmt7hmkYxfT6m,Taylor Swift; Post Malone,2024-05-31
15,End of Beginning,3qhlB30KknSejmIvZZLjOD,Djo,2024-05-31
16,BAND4BAND (feat. Lil Baby),7iabz12vAuVQYyekFIWJxD,Central Cee; Lil Baby,2024-05-31
17,Lose Control,17phhZDn6oGtzMe56NuWvj,Teddy Swims,2024-05-31
18,Stargazing,3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,2024-05-31
19,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,The Weeknd; JENNIE; Lily-Rose Depp,2024-05-31
20,WILDFLOWER,3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,2024-05-31
21,Santa,6a9Z1jUms915w4O7N1PxjY,Rvssian; Rauw Alejandro; Ayra Starr,2024-05-31
22,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,2024-05-31
23,BLUE,2prqm9sPLj10B4Wg0wE5x9,Billie Eilish,2024-05-31
24,Like That,2tudvzsrR56uom6smgOcSf,Future; Metro Boomin; Kendrick Lamar,2024-05-31
25,Belong Together,5uQ7de4EWjb3rkcFxyEOpu,Mark Ambor,2024-05-31
26,I Can Do It With a Broken Heart,4q5YezDOIPcoLr8R81x9qy,Taylor Swift,2024-05-31
27,Pink Skies,4ZJ4vzLQekI0WntDbanNC7,Zach Bryan,2024-05-31
28,Austin,2uqYupMHANxnwgeiXTZXzd,Dasha,2024-05-31
29,As It Was,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,2024-05-31
30,Slow It Down,51eSHglvG1RJXtL3qI5trr,Benson Boone,2024-05-31
31,Saturn,1bjeWoagtHmUKputLVyDxQ,SZA,2024-05-31
32,FE!N (feat. Playboi Carti),42VsgItocQwOQC3XWZ8JNA,Travis Scott; Playboi Carti,2024-05-31
33,"Good Luck, Babe!",0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,2024-05-31
34,Stick Season,0mflMxspEfB0VbI1kyLiAv,Noah Kahan,2024-05-31
35,LUNA,7bywjHOc0wSjGGbj04XbVi,Feid; ATL Jacob,2024-05-31
36,The Night We Met,3hRV0jL3vUpRrcy398teAU,Lord Huron,2024-05-31
37,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,2024-05-31
38,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,2024-05-31
