position,trackName,trackId,artists,date
39,L’AMOUR DE MA VIE,6fPan2saHdFaIHuTSatORv,Billie Eilish,2024-05-31
40,Madonna,5LhI8m7n8xlQmNe3b7Rwis,Natanael Cano; Oscar Maydon,2024-05-31
41,greedy,3rUGC1vUpkDG9CZFHMur1t,Tate McRae,2024-05-31
42,Si No Quieres No,1C84d9abZVKWHT2YYpoean,Luis R Conriquez; Neton Vega,2024-05-31
43,THE GREATEST,6TGd66r0nlPaYm3KIoI7ET,Billie Eilish,2024-05-31
44,Magnetic,1aKvZDoLGkNMxoRYgkckZG,ILLIT,2024-05-31
45,SKINNY,1CsMKhwEmNnmvHUuO5nryA,Billie Eilish,2024-05-31
46,See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator; Kali Uchis",2024-05-31
47,Supernova,4sgMbwl9lXGyHcHmtFYGMm,aespa,2024-05-31
48,My Love Mine All Mine,3vkCueOmm7xQDoJ17W1Pm3,Mitski,2024-05-31
49,MTG QUEM NÃO QUER SOU EU,6RjSXi9cPGroetXeNsWFGL,DJ TOPO; Seu Jorge; Mc Leozin,2024-05-31
50,euphoria,77DRzu7ERs0TX3roZcre7Q,Kendrick Lamar,2024-05-31
1,Espresso,2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,2024-06-01
2,MILLION DOLLAR BABY,7fzHQizxTqy8wTXwlrgPQQ,Tommy Richman,2024-06-01
3,LUNCH,629DixmZGHc7ILtEntuiWE,Billie Eilish,2024-06-01
4,Not Like Us,6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,2024-06-01
5,BIRDS OF A FEATHER,6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,2024-06-01
6,Gata Only,6XjDF6nds4DE2BBbagZol6,FloyyMenor; Cris Mj,2024-06-01
7,I Had Some Help (Feat. Morgan Wallen),7221xIgOnuakPdLqT0F3nP,Post Malone; Morgan Wallen,2024-06-01
8,Too Sweet,5Z0UnEtpLDQyYlWwgi8m9C,Hozier,2024-06-01
9,Beautiful Things,3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,2024-06-01
10,CHIHIRO,7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,2024-06-01
11,i like the way you kiss me,2GxrNKugF82CnoRFbQfzPf,Artemas,2024-06-01
12,A Bar Song (Tipsy),2FQrifJ1N335Ljm3TjTVVf,Shaboozey,2024-06-01
13,we can't be friends (wait for your love),51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,2024-06-01
14,Fortnight (feat. Post Malone),2OzhQlSqBEmt7hmkYxfT6m,Taylor Swift; Post Malone,2024-06-01
15,BAND4BAND (feat. Lil Baby),7iabz12vAuVQYyekFIWJxD,Central Cee; Lil Baby,2024-06-01
16,End of Beginning,3qhlB30KknSejmIvZZLjOD,Djo,2024-06-01
17,Lose Control,17phhZDn6oGtzMe56NuWvj,Teddy Swims,2024-06-01
18,Stargazing,3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,2024-06-01
19,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,The Weeknd; JENNIE; Lily-Rose Depp,2024-06-01
20,WILDFLOWER,3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,2024-06-01
21,Santa,6a9Z1jUms915w4O7N1PxjY,Rvssian; Rauw Alejandro; Ayra Starr,2024-06-01
22,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,2024-06-01
23,As It Was,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,2024-06-01
24,I Can Do It With a Broken Heart,4q5YezDOIPcoLr8R81x9qy,Taylor Swift,2024-06-01
25,BLUE,2prqm9sPLj10B4Wg0wE5x9,Billie Eilish,2024-06-01
26,Pink Skies,4ZJ4vzLQekI0WntDbanNC7,Zach Bryan,2024-06-01
27,Like That,2tudvzsrR56uom6smgOcSf,Future; Metro Boomin; Kendrick Lamar,2024-06-01
28,Austin (Boots Stop Workin'),2uqYupMHANxnwgeiXTZXzd,Dasha,2024-06-01
29,"Good Luck, Babe!",0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,2024-06-01
30,Slow It Down,51eSHglvG1RJXtL3qI5trr,Benson Boone,2024-06-01
31,Belong Together,5uQ7de4EWjb3rkcFxyEOpu,Mark Ambor,2024-06-01
32,Madonna,5LhI8m7n8xlQmNe3b7Rwis,Natanael Cano; Oscar Maydon,2024-06-01
33,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,2024-06-01
34,LUNA,7bywjHOc0wSjGGbj04XbVi,Feid; ATL Jacob,2024-06-01
35,FE!N (feat. Playboi Carti),42VsgItocQwOQC3XWZ8JNA,Travis Scott; Playboi Carti,2024-06-01
36,Saturn,1bjeWoagtHmUKputLVyDxQ,SZA,2024-06-01
37,L’AMOUR DE MA VIE,6fPan2saHdFaIHuTSatORv,Billie Eilish,2024-06-01
38,Stick Season,0mflMxspEfB0VbI1kyLiAv,Noah Kahan,2024-06-01
39,greedy,3rUGC1vUpkDG9CZFHMur1t,Tate McRae,2024-06-01
40,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,2024-06-01
41,The Night We Met,3hRV0jL3vUpRrcy398teAU,Lord Huron,2024-06-01
42,Magnetic,1aKvZDoLGkNMxoRYgkckZG,ILLIT,2024-06-01
43,Si No Quieres No,1C84d9abZVKWHT2YYpoean,Luis R Conriquez; Neton Vega,2024-06-01
44,THE GREATEST,6TGd66r0nlPaYm3KIoI7ET,Billie Eilish,2024-06-01
45,See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator; Kali Uchis",2024-06-01
46,Supernova,4sgMbwl9lXGyHcHmtFYGMm,aespa,2024-06-01
47,My Love Mine All Mine,3vkCueOmm7xQDoJ17W1Pm3,Mitski,2024-06-01
48,MTG QUEM NÃO QUER SOU EU,6RjSXi9cPGroetXeNsWFGL,DJ TOPO; Seu Jorge; Mc Leozin,2024-06-01
49,SKINNY,1CsMKhwEmNnmvHUuO5nryA,Billie Eilish,2024-06-01
50,euphoria,77DRzu7ERs0TX3roZcre7Q,Kendrick Lamar,2024-06-01
1,Espresso,2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,2024-06-02
2,MILLION DOLLAR BABY,7fzHQizxTqy8wTXwlrgPQQ,Tommy Richman,2024-06-02
3,Houdini,2HYFX63wP3otVIvopRS99Z,Eminem,2024-06-02
4,BIRDS OF A FEATHER,6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,2024-06-02
5,LUNCH,629DixmZGHc7ILtEntuiWE,Billie Eilish,2024-06-02
6,Not Like Us,6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,2024-06-02
7,Gata Only,6XjDF6nds4DE2BBbagZol6,FloyyMenor; Cris Mj,2024-06-02
8,I Had Some Help (Feat. Morgan Wallen),7221xIgOnuakPdLqT0F3nP,Post Malone; Morgan Wallen,2024-06-02
9,A Bar Song (Tipsy),5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,2024-06-02
10,Too Sweet,5Z0UnEtpLDQyYlWwgi8m9C,Hozier,2024-06-02
11,i like the way you kiss me,2GxrNKugF82CnoRFbQfzPf,Artemas,2024-06-02
12,Beautiful Things,3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,2024-06-02
13,CHIHIRO,7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,2024-06-02
14,BAND4BAND (feat. Lil Baby),7iabz12vAuVQYyekFIWJxD,Central Cee; Lil Baby,2024-06-02
15,Fortnight (feat. Post Malone),2OzhQlSqBEmt7hmkYxfT6m,Taylor Swift; Post Malone,2024-06-02
16,we can't be friends (wait for your love),51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,2024-06-02
17,End of Beginning,3qhlB30KknSejmIvZZLjOD,Djo,2024-06-02
18,Lose Control,17phhZDn6oGtzMe56NuWvj,Teddy Swims,2024-06-02
19,Stargazing,3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,2024-06-02
20,Pink Skies,4ZJ4vzLQekI0WntDbanNC7,Zach Bryan,2024-06-02
21,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,The Weeknd; JENNIE; Lily-Rose Depp,2024-06-02
22,Santa,6a9Z1jUms915w4O7N1PxjY,Rvssian; Rauw Alejandro; Ayra Starr,2024-06-02
23,WILDFLOWER,3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,2024-06-02
24,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,2024-06-02
25,I Can Do It With a Broken Heart,4q5YezDOIPcoLr8R81x9qy,Taylor Swift,2024-06-02
26,Austin (Boots Stop Workin'),2uqYupMHANxnwgeiXTZXzd,Dasha,2024-06-02
27,As It Was,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,2024-06-02
28,Belong Together,5uQ7de4EWjb3rkcFxyEOpu,Mark Ambor,2024-06-02
29,Like That,2tudvzsrR56uom6smgOcSf,Future; Metro Boomin; Kendrick Lamar,2024-06-02
30,Madonna,5LhI8m7n8xlQmNe3b7Rwis,Natanael Cano; Oscar Maydon,2024-06-02
31,LUNA,7bywjHOc0wSjGGbj04XbVi,Feid; ATL Jacob,2024-06-02
32,BLUE,2prqm9sPLj10B4Wg0wE5x9,Billie Eilish,2024-06-02
33,"Good Luck, Babe!",0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,2024-06-02
34,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,2024-06-02
35,Slow It Down,51eSHglvG1RJXtL3qI5trr,Benson Boone,2024-06-02
36,FE!N (feat. Playboi Carti),42VsgItocQwOQC3XWZ8JNA,Travis Scott; Playboi Carti,2024-06-02
37,Stick Season,0mflMxspEfB0VbI1kyLiAv,Noah Kahan,2024-06-02
38,Si No Quieres No,1C84d9abZVKWHT2YYpoean,Luis R Conriquez; Neton Vega,2024-06-02
39,Saturn,1bjeWoagtHmUKputLVyDxQ,SZA,2024-06-02
40,L’AMOUR DE MA VIE,6fPan2saHdFaIHuTSatORv,Billie Eilish,2024-06-02
41,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,2024-06-02
42,greedy,3rUGC1vUpkDG9CZFHMur1t,Tate McRae,2024-06-02
43,Magnetic,1aKvZDoLGkNMxoRYgkckZG,ILLIT,2024-06-02
44,Pedro,48lxT5qJF0yYyf2z4wB4xW,Jaxomy; Agatino Romero; Raffaella Carrà,2024-06-02
45,The Night We Met,3hRV0jL3vUpRrcy398teAU,Lord Huron,2024-06-02
46,SI NO ES CONTIGO,5Uptvz6j1sjDKxidAcnH2L,Cris Mj,2024-06-02
47,MTG QUEM NÃO QUER SOU EU,6RjSXi9cPGroetXeNsWFGL,DJ TOPO; Seu Jorge; Mc Leozin; MC G15,2024-06-02
48,Supernova,4sgMbwl9lXGyHcHmtFYGMm,aespa,2024-06-02
49,one of wun,4Na2HfNSr58chvfX69fy36,Gunna,2024-06-02
50,THE GREATEST,6TGd66r0nlPaYm3KIoI7ET,Billie Eilish,2024-06-02
1,Espresso,2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,2024-06-03
2,MILLION DOLLAR BABY,7fzHQizxTqy8wTXwlrgPQQ,Tommy Richman,2024-06-03
3,Houdini,2HYFX63wP3otVIvopRS99Z,Eminem,2024-06-03
4,BIRDS OF A FEATHER,6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,2024-06-03
5,Gata Only,6XjDF6nds4DE2BBbagZol6,FloyyMenor; Cris Mj,2024-06-03
6,LUNCH,629DixmZGHc7ILtEntuiWE,Billie Eilish,2024-06-03
7,Not Like Us,6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,2024-06-03
8,I Had Some Help (Feat. Morgan Wallen),7221xIgOnuakPdLqT0F3nP,Post Malone; Morgan Wallen,2024-06-03
9,Too Sweet,5Z0UnEtpLDQyYlWwgi8m9C,Hozier,2024-06-03
10,A Bar Song (Tipsy),5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,2024-06-03
11,Beautiful Things,3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,2024-06-03
12,i like the way you kiss me,2GxrNKugF82CnoRFbQfzPf,Artemas,2024-06-03
13,CHIHIRO,7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,2024-06-03
14,BAND4BAND (feat. Lil Baby),7iabz12vAuVQYyekFIWJxD,Central Cee; Lil Baby,2024-06-03
15,we can't be friends (wait for your love),51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,2024-06-03
16,Fortnight (feat. Post Malone),2OzhQlSqBEmt7hmkYxfT6m,Taylor Swift; Post Malone,2024-06-03
17,End of Beginning,3qhlB30KknSejmIvZZLjOD,Djo,2024-06-03
18,Lose Control,17phhZDn6oGtzMe56NuWvj,Teddy Swims,2024-06-03
19,Stargazing,3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,2024-06-03
20,Santa,6a9Z1jUms915w4O7N1PxjY,Rvssian; Rauw Alejandro; Ayra Starr,2024-06-03
21,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,The Weeknd; JENNIE; Lily-Rose Depp,2024-06-03
22,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,2024-06-03
23,Pink Skies,4ZJ4vzLQekI0WntDbanNC7,Zach Bryan,2024-06-03
24,Si No Quieres No,1C84d9abZVKWHT2YYpoean,Luis R Conriquez; Neton Vega,2024-06-03
25,Austin (Boots Stop Workin'),2uqYupMHANxnwgeiXTZXzd,Dasha,2024-06-03
26,LUNA,7bywjHOc0wSjGGbj04XbVi,Feid; ATL Jacob,2024-06-03
27,I Can Do It With a Broken Heart,4q5YezDOIPcoLr8R81x9qy,Taylor Swift,2024-06-03
28,As It Was,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,2024-06-03
29,WILDFLOWER,3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,2024-06-03
30,"Good Luck, Babe!",0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,2024-06-03
31,Belong Together,5uQ7de4EWjb3rkcFxyEOpu,Mark Ambor,2024-06-03
32,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,2024-06-03
33,Like That,2tudvzsrR56uom6smgOcSf,Future; Metro Boomin; Kendrick Lamar,2024-06-03
34,Slow It Down,51eSHglvG1RJXtL3qI5trr,Benson Boone,2024-06-03
35,BLUE,2prqm9sPLj10B4Wg0wE5x9,Billie Eilish,2024-06-03
36,Stick Season,0mflMxspEfB0VbI1kyLiAv,Noah Kahan,2024-06-03
37,Saturn,1bjeWoagtHmUKputLVyDxQ,SZA,2024-06-03
38,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,2024-06-03
39,Madonna,5LhI8m7n8xlQmNe3b7Rwis,Natanael Cano; Oscar Maydon,2024-06-03
40,Magnetic,1aKvZDoLGkNMxoRYgkckZG,ILLIT,2024-06-03
41,MTG QUEM NÃO QUER SOU EU,6RjSXi9cPGroetXeNsWFGL,DJ TOPO; Seu Jorge; Mc Leozin; MC G15,2024-06-03
42,Pedro,48lxT5qJF0yYyf2z4wB4xW,Jaxomy; Agatino Romero; Raffaella Carrà,2024-06-03
43,greedy,3rUGC1vUpkDG9CZFHMur1t,Tate McRae,2024-06-03
44,SI NO ES CONTIGO,5Uptvz6j1sjDKxidAcnH2L,Cris Mj,2024-06-03
45,Locked out of Heaven,5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,2024-06-03
46,The Night We Met,3hRV0jL3vUpRrcy398teAU,Lord Huron,2024-06-03
47,FE!N (feat. Playboi Carti),42VsgItocQwOQC3XWZ8JNA,Travis Scott; Playboi Carti,2024-06-03
48,Flowers,7DSAEUvxU8FajXtRloy8M0,Miley Cyrus,2024-06-03
49,L’AMOUR DE MA VIE,6fPan2saHdFaIHuTSatORv,Billie Eilish,2024-06-03
50,See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator; Kali Uchis",2024-06-03
1,Espresso,2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,2024-06-04
2,MILLION DOLLAR BABY,7fzHQizxTqy8wTXwlrgPQQ,Tommy Richman,2024-06-04
3,Houdini,2HYFX63wP3otVIvopRS99Z,Eminem,2024-06-04
4,BIRDS OF A FEATHER,6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,2024-06-04
5,LUNCH,629DixmZGHc7ILtEntuiWE,Billie Eilish,2024-06-04
6,Gata Only,6XjDF6nds4DE2BBbagZol6,FloyyMenor; Cris Mj,2024-06-04
7,Not Like Us,6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,2024-06-04
8,I Had Some Help (Feat. Morgan Wallen),7221xIgOnuakPdLqT0F3nP,Post Malone; Morgan Wallen,2024-06-04
9,Too Sweet,5Z0UnEtpLDQyYlWwgi8m9C,Hozier,2024-06-04
10,Beautiful Things,3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,2024-06-04
11,i like the way you kiss me,2GxrNKugF82CnoRFbQfzPf,Artemas,2024-06-04
12,BAND4BAND (feat. Lil Baby),7iabz12vAuVQYyekFIWJxD,Central Cee; Lil Baby,2024-06-04
13,CHIHIRO,7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,2024-06-04
14,A Bar Song (Tipsy),5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,2024-06-04
15,we can't be friends (wait for your love),51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,2024-06-04
16,End of Beginning,3qhlB30KknSejmIvZZLjOD,Djo,2024-06-04
17,Fortnight (feat. Post Malone),2OzhQlSqBEmt7hmkYxfT6m,Taylor Swift; Post Malone,2024-06-04
18,Lose Control,17phhZDn6oGtzMe56NuWvj,Teddy Swims,2024-06-04
19,Stargazing,3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,2024-06-04
20,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,The Weeknd; JENNIE; Lily-Rose Depp,2024-06-04
21,Si No Quieres No,1C84d9abZVKWHT2YYpoean,Luis R Conriquez; Neton Vega,2024-06-04
22,Pink Skies,4ZJ4vzLQekI0WntDbanNC7,Zach Bryan,2024-06-04
23,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,2024-06-04
24,Santa,6a9Z1jUms915w4O7N1PxjY,Rvssian; Rauw Alejandro; Ayra Starr,2024-06-04
25,WILDFLOWER,3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,2024-06-04
26,"Good Luck, Babe!",0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,2024-06-04
27,As It Was,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,2024-06-04
28,I Can Do It With a Broken Heart,4q5YezDOIPcoLr8R81x9qy,Taylor Swift,2024-06-04
29,Austin (Boots Stop Workin'),2uqYupMHANxnwgeiXTZXzd,Dasha,2024-06-04
30,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,2024-06-04
31,LUNA,7bywjHOc0wSjGGbj04XbVi,Feid; ATL Jacob,2024-06-04
32,Belong Together,5uQ7de4EWjb3rkcFxyEOpu,Mark Ambor,2024-06-04
33,BLUE,2prqm9sPLj10B4Wg0wE5x9,Billie Eilish,2024-06-04
34,Like That,2tudvzsrR56uom6smgOcSf,Future; Metro Boomin; Kendrick Lamar,2024-06-04
35,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,2024-06-04
36,Saturn,1bjeWoagtHmUKputLVyDxQ,SZA,2024-06-04
37,Magnetic,1aKvZDoLGkNMxoRYgkckZG,ILLIT,2024-06-04
38,Slow It Down,51eSHglvG1RJXtL3qI5trr,Benson Boone,2024-06-04
39,Stick Season,0mflMxspEfB0VbI1kyLiAv,Noah Kahan,2024-06-04
40,The Night We Met,3hRV0jL3vUpRrcy398teAU,Lord Huron,2024-06-04
41,Madonna,5LhI8m7n8xlQmNe3b7Rwis,Natanael Cano; Oscar Maydon,2024-06-04
42,L’AMOUR DE MA VIE,6fPan2saHdFaIHuTSatORv,Billie Eilish,2024-06-04
43,greedy,3rUGC1vUpkDG9CZFHMur1t,Tate McRae,2024-06-04
44,Yellow,3AJwUDP919kvQ9QcozQPxg,Coldplay,2024-06-04
45,See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator; Kali Uchis",2024-06-04
46,Locked out of Heaven,5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,2024-06-04
47,Riptide,7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,2024-06-04
48,FE!N (feat. Playboi Carti),42VsgItocQwOQC3XWZ8JNA,Travis Scott; Playboi Carti,2024-06-04
49,My Love Mine All Mine,3vkCueOmm7xQDoJ17W1Pm3,Mitski,2024-06-04
50,SI NO ES CONTIGO,5Uptvz6j1sjDKxidAcnH2L,Cris Mj,2024-06-04
1,Espresso,2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,2024-06-05
2,Houdini,2HYFX63wP3otVIvopRS99Z,Eminem,2024-06-05
3,MILLION DOLLAR BABY,7fzHQizxTqy8wTXwlrgPQQ,Tommy Richman,2024-06-05
4,BIRDS OF A FEATHER,6dOtVTDdiauQNBQEDOtlAB,Billie Eilish,2024-06-05
5,LUNCH,629DixmZGHc7ILtEntuiWE,Billie Eilish,2024-06-05
6,Gata Only,6XjDF6nds4DE2BBbagZol6,FloyyMenor; Cris Mj,2024-06-05
7,I Had Some Help (Feat. Morgan Wallen),7221xIgOnuakPdLqT0F3nP,Post Malone; Morgan Wallen,2024-06-05
8,Not Like Us,6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,2024-06-05
9,Too Sweet,5Z0UnEtpLDQyYlWwgi8m9C,Hozier,2024-06-05
10,i like the way you kiss me,2GxrNKugF82CnoRFbQfzPf,Artemas,2024-06-05
11,BAND4BAND (feat. Lil Baby),7iabz12vAuVQYyekFIWJxD,Central Cee; Lil Baby,2024-06-05
12,Beautiful Things,3xkHsmpQCBMytMJNiDf3Ii,Benson Boone,2024-06-05
13,CHIHIRO,7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,2024-06-05
14,A Bar Song (Tipsy),5fZJQrFKWQLb7FpJXZ1g7K,Shaboozey,2024-06-05
15,we can't be friends (wait for your love),51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,2024-06-05
16,End of Beginning,3qhlB30KknSejmIvZZLjOD,Djo,2024-06-05
17,Fortnight (feat. Post Malone),2OzhQlSqBEmt7hmkYxfT6m,Taylor Swift; Post Malone,2024-06-05
18,Stargazing,3Vr3zh0r7ALn8VLqCiRR10,Myles Smith,2024-06-05
19,Lose Control,17phhZDn6oGtzMe56NuWvj,Teddy Swims,2024-06-05
20,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,The Weeknd; JENNIE; Lily-Rose Depp,2024-06-05
21,"Good Luck, Babe!",0WbMK4wrZ1wFSty9F7FCgu,Chappell Roan,2024-06-05
22,WILDFLOWER,3QaPy1KgI7nu9FJEQUgn6h,Billie Eilish,2024-06-05
23,Pink Skies,4ZJ4vzLQekI0WntDbanNC7,Zach Bryan,2024-06-05
24,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,2024-06-05
25,Santa,6a9Z1jUms915w4O7N1PxjY,Rvssian; Rauw Alejandro; Ayra Starr,2024-06-05
26,As It Was,4Dvkj6JhhA12EX05fT7y2e,Harry Styles,2024-06-05
27,Austin (Boots Stop Workin'),2uqYupMHANxnwgeiXTZXzd,Dasha,2024-06-05
28,Si No Quieres No,1C84d9abZVKWHT2YYpoean,Luis R Conriquez; Neton Vega,2024-06-05
29,BLUE,2prqm9sPLj10B4Wg0wE5x9,Billie Eilish,2024-06-05
30,Belong Together,5uQ7de4EWjb3rkcFxyEOpu,Mark Ambor,2024-06-05
31,I Can Do It With a Broken Heart,4q5YezDOIPcoLr8R81x9qy,Taylor Swift,2024-06-05
32,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,2024-06-05
33,Like That,2tudvzsrR56uom6smgOcSf,Future; Metro Boomin; Kendrick Lamar,2024-06-05
34,LUNA,7bywjHOc0wSjGGbj04XbVi,Feid; ATL Jacob,2024-06-05
35,Slow It Down,51eSHglvG1RJXtL3qI5trr,Benson Boone,2024-06-05
36,L’AMOUR DE MA VIE,6fPan2saHdFaIHuTSatORv,Billie Eilish,2024-06-05
37,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,2024-06-05
38,The Night We Met,3hRV0jL3vUpRrcy398teAU,Lord Huron,2024-06-05
39,Saturn,1bjeWoagtHmUKputLVyDxQ,SZA,2024-06-05
40,SI NO ES CONTIGO,5Uptvz6j1sjDKxidAcnH2L,Cris Mj,2024-06-05
41,Magnetic,1aKvZDoLGkNMxoRYgkckZG,ILLIT,2024-06-05
42,Stick Season,0mflMxspEfB0VbI1kyLiAv,Noah Kahan,2024-06-05
43,greedy,3rUGC1vUpkDG9CZFHMur1t,Tate McRae,2024-06-05
44,FE!N (feat. Playboi Carti),42VsgItocQwOQC3XWZ8JNA,Travis Scott; Playboi Carti,2024-06-05
45,Supernova,4sgMbwl9lXGyHcHmtFYGMm,aespa,2024-06-05
46,See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator; Kali Uchis",2024-06-05
47,My Love Mine All Mine,3vkCueOmm7xQDoJ17W1Pm3,Mitski,2024-06-05
48,Locked out of Heaven,5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,2024-06-05
49,Kill Bill,1Qrg8KqiBpW07V7PNxwwwL,SZA,2024-06-05
50,Yellow,3AJwUDP919kvQ9QcozQPxg,Coldplay,2024-06-05
